Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL SOLDADO LUIZ GONZAGA,24058610,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"AV AMINTAS BARROS, 1198 NAZARE. 59062-250 Natal - RN.",(84) 32327485,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-5.8128674,-35.2303057
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL STELA WANDERLEY,24058637,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"AV DAS ALAGOAS, NEOPOLIS. 59086-200 Natal - RN.",(84) 32327205,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-5.870472,-35.1999591
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL TIRADENTES,24058645,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"R DESEMBARGADOR REGULO TINOCO, BARRO VERMELHO. 59022-080 Natal - RN.",(84) 32327479,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-5.8030764,-35.2089564
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL UNIAO DO POVO DE CIDADE NOVA,24058661,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"TRAVESSA GETULIO VARGAS, CIDADE NOVA. 59072-630 Natal - RN.",(84) 32324534,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-5.835066,-35.24232
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL VALE DO PITIMBU,24058688,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JUSCELINO KUBISTCHEK, PITIMBU. 59069-170 Natal - RN.",(84) 32327202,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL VIGARIO BARTOLOMEU,24058700,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"AV ANTONIO BASILIO, LAGOA NOVA. 59064-380 Natal - RN.",(84) 32321578,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-5.8257494,-35.2018211
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL WINSTON CHURCHILL,24058718,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"AV RIO BRANCO, 500 CIDADE ALTA. 59025-000 Natal - RN.",(84) 32326629,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-5.7836326,-35.2060771
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INSTITUTO ARY PARREIRAS,24059285,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"PCA ALMIRANTE BARROSO, ALECRIM. 59030-180 Natal - RN.",(84) 32327469,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-5.7996237,-35.2193595
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INST PE MIGUELINHO,24059331,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"R FONSECA E SILVA, 1103 ALECRIM. 59030-270 Natal - RN.",(84) 32326626,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-5.7933753,-35.2144909
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL 15 DE OUTUBRO,24059994,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"AV DAS FRONTEIRAS, 3142 POTENGI. 59129-200 Natal - RN.",(84) 32327391,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação de Jovens Adultos,,-5.7397447,-35.2532795
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL ALCEU AMOROSO LIMA,24060011,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DO BAIAO, LAGOA AZUL. 59135-200 Natal - RN.",(84) 32326323,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-5.7330222,-35.255045
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL ALDO FERNANDES DE MELO,24060020,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA GUARATINGUETA, LAGOA AZUL. 59135-500 Natal - RN.",(84) 32326971,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-5.7282262,-35.2536324
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL CONEGO LUIZ WANDERLEY,24060046,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ITAPETINGA, LAGOA AZUL. 59135-505 Natal - RN.",(84) 32327222,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-5.730061,-35.25109
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL DOM JOSE ADELINO DANTAS,24060070,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA BRAGANTINA, 190 POTENGI. 59124-530 Natal - RN.",(84) 32327837,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-5.7469967,-35.2447737
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL GENERAL DIOSCORO VALE,24060089,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ANGRA DOS REIS, POTENGI. 59110-620 Natal - RN.",(84) 32326976,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-5.7451522,-35.2518477
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL MYRIAM COELI,24060100,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DOS CAROAS, LAGOA AZUL. 59138-140 Natal - RN.",(84) 32327225,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Médio,,-5.7363763,-35.2654998
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PADRE JOAO MARIA,24060127,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"LARGO DO EUCALIPTO, POTENGI. 59120-560 Natal - RN.",(84) 32326314,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-5.7553017,-35.2394401
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PEREGRINO JUNIOR,24060143,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA RIO DO SUL, POTENGI. 59110-300 Natal - RN.",(84) 32327228,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-5.756248,-35.2554762
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL POTIGUASSU,24060151,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA SAO VICENTE DE PAULA, 77 IGAPO. 59104-010 Natal - RN.",(84) 32327229,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-5.7755744,-35.2507143
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSOR ANTONIO FAGUNDES,24060160,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"AV DAS FRONTEIRAS, 2295 POTENGI. 59129-200 Natal - RN.",(84) 32326974,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-5.7460459,-35.2605041
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSOR JOSINO MACEDO,24060186,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"LIMOEIRO DO NORTE, POTENGI. 59108-230 Natal - RN.",(84) 32327221,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-5.7611082,-35.2601817
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,E E PROF PAULO PINHEIRO DE VIVEIROS,24060208,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DO PASTORIL, LAGOA AZUL. 59138-680 Natal - RN.",(84) 32327227,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-5.7310717,-35.26108
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSOR VARELA BARCA,24060216,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SERRA DO BOTUCATU, POTENGI. 59127-130 Natal - RN.",(84) 32327393,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-5.750302,-35.25242
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL ROMULO WANDERLEY,24060224,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PARATINGA, POTENGI. 59120-140 Natal - RN.",(84) 32327392,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-5.7563614,-35.2491372
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL WALTER DUARTE PEREIRA,24060240,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"AV BLUMENAU, POTENGI. 59112-410 Natal - RN.",(84) 32327394,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-5.751923,-35.25886
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL ZILA MAMEDE,24060267,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MARACAI, PAJUCARA. 59131-190 Natal - RN.",(84) 32327395,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-5.729313,-35.2463895
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA LEONOR LIMA,24060631,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA FRANCISCO IVO, 196 REDINHA. 59122-000 Natal - RN.",(84) 32243248,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-5.7520939,-35.2031649
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA DULCE WANDERLEY,24060640,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CICERO BUCHA, REDINHA. 59122-110 Natal - RN.",(84) 32326977,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-5.7455793,-35.2067084
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL JACUMAUMA,24060798,RN,Arez,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA LEONIDAS DE PAULA, 251 CENTRO. 59170-000 Arês - RN.",(84) 32423582,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-6.196518333,-35.16150667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL MANOEL BALCEU,24060801,RN,Arez,Rural,A escola não está em área de localização diferenciada,Pública,"SITIO PATANE, PATANE. 59170-000 Arês - RN.",,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Ensino Fundamental,,-6.177613333,-35.12919333
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL AGUIDA SUCUPIRA,24061000,RN,Baía Formosa,Urbana,A escola não está em área de localização diferenciada,Pública,"R ADAUTO DORNELAS CAMARA, CENTRO. 59194-000 Baía Formosa - RN.",(84) 998935082,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-6.36917211,-35.00763586
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL 4 DE MARCO,24061220,RN,Canguaretama,Urbana,A escola não está em área de localização diferenciada,Pública,"R JOAQUIM MANOEL, 47 LAGOA DE SAO JOAO. 59190-000 Canguaretama - RN.",(84) 32413031,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-6.39043966,-35.13323522
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL FABRICIO MARANHAO,24061239,RN,Canguaretama,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DOUTOR PEDRO VELHO, CENTRO. 59190-000 Canguaretama - RN.",(84) 32412727,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-6.380499911,-35.12751853
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL EM TEMPO INTEGRAL FELIPE FERREIRA,24061247,RN,Canguaretama,Rural,A escola não está em área de localização diferenciada,Pública,"R OSORIO CHAVES, SN ESCOLA. PIQUIRI. 59190-000 Canguaretama - RN.",(84) 32417090,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-6.41381399,-35.17979121
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL GUIOMAR VASCONCELOS,24061263,RN,Canguaretama,Urbana,A escola não está em área de localização diferenciada,Pública,"AVJOAO GOMES DE TORRES, 403 SERTAOZINHO. 59190-000 Canguaretama - RN.",(84) 32411996,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-6.3768096,-35.1364757
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE MATIAS MACIEL ENS 1 GRAU,24061271,RN,Canguaretama,Rural,A escola não está em área de localização diferenciada,Pública,"RUA JOSE BENEDITO FERREIRA, BARRA DE CUNHAU. 59190-000 Canguaretama - RN.",(84) 32414303,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-6.31360488,-35.04275994
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE PROF JOAO MARIA DIAS,24061530,RN,Espírito Santo,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MANOEL THEODORO FREIRE, 69 CENTRO. 59180-000 Espírito Santo - RN.",(84) 32492017,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-6.3316761,-35.3082776
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE JOAQUIM DA LUZ ENS 1 E 2 GRAUS,24061549,RN,Espírito Santo,Urbana,A escola não está em área de localização diferenciada,Pública,"ALTO SAO JOSE, 149 CENTRO. 59180-000 Espírito Santo - RN.",(84) 32492082,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-6.3311767,-35.3112689
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL JOAO TIBURCIO,24061778,RN,Goianinha,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PROFESSOR JOAO TIBURCIO, 360 ESTACAO. 59173-000 Goianinha - RN.",(84) 32432538,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-6.263346761,-35.2124453
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL MOREIRA BRANDAO,24061786,RN,Goianinha,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DR JOAO PRIMENIO, 119 CENTRO. 59173-000 Goianinha - RN.",(84) 32432452,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-6.2661975,-35.2091887
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL CARLOS GOMES,24062200,RN,Montanhas,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SAO JOSE, 101 CENTRO. 59198-000 Montanhas - RN.",(84) 32403886,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-6.4857178,-35.2864646
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA OCILA BEZERRIL,24062227,RN,Montanhas,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SAO JOSE, 449 CENTRO. 59198-000 Montanhas - RN.",(84) 981923678,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-6.48402,-35.28350167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA MARIA OCILA BEZERRIL,24062413,RN,Pedro Velho,Urbana,A escola não está em área de localização diferenciada,Pública,"AV PROF GENAR BEZERRIL, 484 CENTRO. 59196-000 Pedro Velho - RN.",,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL DOUTOR PEDRO VELHO,24062421,RN,Pedro Velho,Urbana,A escola não está em área de localização diferenciada,Pública,"AV PROFESSOR GENAR BEZERRIL, 448 CENTRO. 59196-000 Pedro Velho - RN.",(84) 32472462,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-6.441516667,-35.22391667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL FABRICIO MARANHAO,24062430,RN,Pedro Velho,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAO PESSOA, 110 CENTRO. 59196-000 Pedro Velho - RN.",(84) 32472459,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-6.4384165,-35.2188002
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL JOSE ALVES ACIOLE,24062782,RN,Senador Georgino Avelino,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SANTA LUZIA, 355 CARNAUBA. 59168-000 Senador Georgino Avelino - RN.",(84) 32480139,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Médio,,-6.147223,-35.1425489
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL MEIROZ GRILO,24062820,RN,Tibau do Sul,Rural,A escola não está em área de localização diferenciada,Pública,"SIT SAO LUIZ, ZONA RURAL. 59178-000 Tibau do Sul - RN.",(84) 32437110,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-6.234054943,-35.1522779
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSOR JOSE MAMEDE,24062839,RN,Tibau do Sul,Urbana,A escola não está em área de localização diferenciada,Pública,"R PRES JUSCELINO KUBISTCHEK, 173 CENTRO. 59178-000 Tibau do Sul - RN.",(84) 32464991,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Médio,,-6.18776536,-35.09013255
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PRESIDENTE TANCREDO NEVES,24063010,RN,Vila Flor,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAO FELIPE DE OLIVEIRA, CENTRO. 59192-000 Vila Flor - RN.",(84) 32450039,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-6.31723268,-35.07724639
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL ISABEL OSCARLINA MARQUES,24063339,RN,Santa Cruz,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA RIO BRANCO, 595 CENTRO. 59200-000 Santa Cruz - RN.",,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-6.22506834,-36.02087444
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO EDUCACIONAL ALFERES TIRADENTES,24064173,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA UBAITUBA, POTENGI. 59124-540 Natal - RN.",(84) 32326131,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-5.743923,-35.24649
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSOR PEDRO RAIMUNDO DO NASCIMENTO,24064238,RN,Água Nova,Urbana,A escola não está em área de localização diferenciada,Pública,"TRAVESSA JOSE ANTONIO, 50 CENTRO. 59995-000 Água Nova - RN.",(84) 981138574,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Médio,,-6.20764686,-38.2945428
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL DOUTOR MAURO MEDEIROS,24064408,RN,Parelhas,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA OLCINO VIEIRA DA COSTA, CRUZ DO MONTE. 59360-000 Parelhas - RN.",(84) 996567428,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-6.692398,-36.66246
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL DIRAN RAMOS DO AMARAL,24064459,RN,Mossoró,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MOISES GURGEL, 18 CONJUNTO REDENCAO II. 59616-270 Mossoró - RN.",(84) 33155627,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-5.138708,-37.35346
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA MARIA LUIZA ALVES COSTA,24064610,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA NOSSA SENHORA DO ROSARIO, FELIPE CAMARAO. 59072-220 Natal - RN.",(84) 32327885,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-5.8242979,-35.2537981
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL ROBERTO RODRIGUES KRAUSE,24064955,RN,Parnamirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CAPMARTINHO MACHADO, SANTOS REIS. 59145-720 Parnamirim - RN.",(84) 36446415,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-5.91545192,-35.27495573
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL JOSE FERREIRA DA COSTA,24065552,RN,Rafael Fernandes,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA RUI BARBOSA, 40 CENTRO. 59990-000 Rafael Fernandes - RN.",(84) 33580118,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-6.1938032,-38.2250547
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL ANTONIO DE AZEVEDO,24065650,RN,Jardim do Seridó,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA DR JOSE AUGUSTO, 220 CENTRO. 59343-000 Jardim do Seridó - RN.",(84) 34725795,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-6.5843551,-36.7745057
